Customer ID,Monetary,Customer_Rank,Cumulative_Revenue,Cumulative_Revenue_Percentage
16133,14589.04,62,3156800.909999999,0.3542419522989056
14866,14389.9,63,3171190.809999999,0.3558567219390303
16705,14034.99,64,3185225.7999999993,0.3574316651805715
12681,13787.54,65,3199013.3399999994,0.3589788406997902
12621,13689.67,66,3212703.0099999993,0.3605150336892707
12540,13400.24,67,3226103.2499999995,0.3620187481502736
12433,13375.87,68,3239479.1199999996,0.3635197279198519
15498,13316.4,69,3252795.5199999996,0.3650140342344028
12477,13219.74,70,3266015.26,0.36649749379995517
17735,13110.02,71,3279125.28,0.36796864108224536
16525,13027.45,72,3292152.73,0.36943052273175253
14258,12669.98,73,3304822.71,0.37085229071102876
13078,12627.94,74,3317450.65,0.37226934115122057
12536,12601.830000000002,75,3330052.48,0.37368346164504
15640,12515.66,76,3342568.14,0.3750879125303223
16000,12393.7,77,3354961.8400000003,0.3764786776147783
17340,12353.29,78,3367315.1300000004,0.37786490807139417
12682,12288.22,79,3379603.3500000006,0.379243836666254
13113,12245.960000000001,80,3391849.3100000005,0.38061802303462217
14606,12156.65,81,3404005.9600000004,0.38198218743782314
12557,11990.960000000001,82,3415996.9200000004,0.38332775885694004
12939,11581.8,83,3427578.72,0.3846274161872895
15125,11528.48,84,3439107.2,0.3859210901878583
14194,11349.52,85,3450456.72,0.387194682104827
12971,11189.91,86,3461646.6300000004,0.38845036330787414
14895,11138.710000000001,87,3472785.3400000003,0.38970029907797354
12409,11072.67,88,3483858.0100000002,0.39094282413729425
15482,11054.96,89,3494912.97,0.39218336186033564
17581,11045.04,90,3505958.0100000002,0.39342278640574335
13319,10845.550000000001,91,3516803.56,0.3946398250835976
17107,10815.43,92,3527618.99,0.3958534838309755
13340,10736.48,93,3538355.47,0.3970582831656343
14769,10674.75,94,3549030.22,0.3982561554382645
17139,10668.47,95,3559698.6900000004,0.3994533229976347
16779,10629.720000000001,96,3570328.4100000006,0.40064614220687356
17865,10526.32,97,3580854.7300000004,0.4018273583347297
17706,10504.49,98,3591359.2200000007,0.403006124798499
15251,10484.99,99,3601844.210000001,0.40418270306026677
14062,10464.85,100,3612309.060000001,0.40535702130212103
15615,10399.74,101,3622708.800000001,0.40652403319359987
15502,10384.93,102,3633093.7300000014,0.40768938317371234
16180,10254.18,103,3643347.9100000015,0.40884006097886555
16843,10196.57,104,3653544.4800000014,0.40998427404979765
12590,9864.26,105,3663408.740000001,0.41109119679215833
13001,9818.82,106,3673227.560000001,0.41219302046277795
13199,9817.12,107,3683044.680000001,0.4132946533670692
15078,9743.11,108,3692787.790000001,0.41438798120314835
12709,9736.52,109,3702524.310000001,0.41548056953916646
13458,9646.57,110,3712170.880000001,0.4165630640921055
14733,9585.91,111,3721756.790000001,0.4176387516535874
16523,9418.470000000001,112,3731175.260000001,0.4186956498538824
12567,9401.28,113,3740576.540000001,0.4197506190699514
14367,9261.52,114,3749838.060000001,0.42078990504952096
14667,9241.2,115,3759079.260000001,0.42182691081038937
18092,9068.26,116,3768147.520000001,0.422844510024891
13969,9053.94,117,3777201.460000001,0.42386050231361505
12451,9035.52,118,3786236.980000001,0.4248744275930638
13488,8968.31,119,3795205.290000001,0.4258808108696138
13090,8910.82,120,3804116.110000001,0.4268807428778012
16033,8816.4,121,3812932.5100000007,0.4278700794996815
17017,8694.26,122,3821626.7700000005,0.42884571012194783
17243,8676.85,123,3830303.6200000006,0.429819387072581
17306,8631.31,124,3838934.9300000006,0.43078795372992434
16656,8625.8,125,3847560.7300000004,0.4317559020799328
14527,8508.82,126,3856069.5500000003,0.43271072346224165
12683,8476.57,127,3864546.12,0.4336619258950863
18139,8438.34,128,3872984.46,0.43460883832985303
15358,8347.2,129,3881331.66,0.4355455234451109
16558,8338.49,130,3889670.1500000004,0.4364812311634747
14056,8214.65,131,3897884.8000000003,0.43740304211589626
14936,8137.02,132,3906021.8200000003,0.43831614178004175
16672,8134.9400000000005,133,3914156.7600000002,0.43922900803597376
13854,8109.5199999999995,134,3922266.2800000003,0.4401390217742196
14952,8099.49,135,3930365.7700000005,0.44104790999112825
18109,8052.97,136,3938418.7400000007,0.4419515779435696
14796,8022.49,137,3946441.230000001,0.4428518255679592
12428,7956.46,138,3954397.690000001,0.44374466360372505
15290,7943.22,139,3962340.910000001,0.44463601590643953
14849,7930.54,140,3970271.450000001,0.4455259453167756
12757,7857.1,141,3978128.550000001,0.44640763362172725
17811,7837.7300000000005,142,3985966.280000001,0.4472871483126907
13093,7832.47,143,3993798.7500000014,0.44816607275019116
12435,7829.89,144,4001628.6400000015,0.44904470767173443
13629,7792.36,145,4009421.0000000014,0.4499191311460409
15044,7700.2300000000005,146,4017121.2300000014,0.450783216207506
15194,7616.53,147,4024737.760000001,0.45163790883268745
18172,7561.68,148,4032299.4400000013,0.45248644643839275
13263,7454.07,149,4039753.510000001,0.45332290853551394
12474,7375.79,150,4047129.300000001,0.4541505864042924
12980,7374.900000000001,151,4054504.200000001,0.4549781644012872
15465,7354.62,152,4061858.820000001,0.4558034666682004
17396,7330.8,153,4069189.620000001,0.456626095962207
12583,7281.38,154,4076471.000000001,0.4574431795668332
13018,7277.7,155,4083748.700000001,0.4582598502184664
18229,7276.900000000001,156,4091025.600000001,0.4590764310977097
16923,7247.61,157,4098273.210000001,0.45988972518533117
16729,7239.92,158,4105513.130000001,0.4607021563358556
16745,7194.3,159,4112707.4300000006,0.4615094682158512
16873,7123.62,160,4119831.0500000007,0.4623088487052073
13324,7121.95,161,4126953.000000001,0.46310804179469967
13985,7060.13,162,4134013.130000001,0.4639002977227696
14961,7044.68,163,4141057.810000001,0.46469081992156136
12766,6989.63,164,4148047.440000001,0.4654751646577795
12798,6977.04,165,4155024.480000001,0.466258096601013
12989,6924.110000000001,166,4161948.590000001,0.46703508897850576
16713,6923.13,167,4168871.7200000007,0.46781197138482106
13027,6912.0,168,4175783.7200000007,0.4685876048327631
16187,6911.4400000000005,169,4182695.1600000006,0.46936317544003237
17416,6893.42,170,4189588.5800000005,0.4701367239242212
12705,6868.29,171,4196456.87,0.4709074524332151
12476,6816.42,172,4203273.29,0.4716723603248848
12830,6814.64,173,4210087.93,0.4724370684729872
15023,6802.76,174,4216890.6899999995,0.473200443501101
18055,6784.1900000000005,175,4223674.88,0.47396173468761643
15601,6776.56,176,4230451.4399999995,0.47472216966996394
16652,6773.97,177,4237225.409999999,0.4754823140141995
16532,6748.8,178,4243974.209999999,0.4762396338946207
13576,6717.34,179,4250691.549999999,0.47699342347581275
16746,6697.66,180,4257389.209999999,0.4777450046562155
15249,6688.46,181,4264077.669999999,0.47849555345413547
16353,6675.71,182,4270753.379999999,0.4792446715045928
17338,6643.93,183,4277397.309999999,0.4799902233468651
12626,6620.48,184,4284017.789999999,0.48073314373596115
16182,6617.65,185,4290635.4399999995,0.48147574655522823
15144,6580.44,186,4297215.88,0.4822141738362144
12472,6572.11,187,4303787.99,0.4829516663621917
16814,6509.1,188,4310297.09,0.48368208819031666
12431,6487.45,189,4316784.54,0.48441008055314244
18223,6484.54,190,4323269.08,0.48513774636890034
15694,6479.4,191,4329748.48,0.4858648353970537
13225,6463.84,192,4336212.32,0.4865901783522253
13102,6424.09,193,4342636.41,0.48731106074177827
13871,6403.25,194,4349039.66,0.4880296045605768
12359,6372.58,195,4355412.24,0.488744706730381
13668,6363.59,196,4361775.83,0.4894588000829548
13709,6328.05,197,4368103.88,0.49016890529711127
15005,6316.57,198,4374420.45,0.4908777222774741
17315,6292.26,199,4380712.71,0.4915838112993416
16126,6287.77,200,4387000.4799999995,0.4922893964736712
14057,6217.96,201,4393218.4399999995,0.4929871478848353
12357,6207.67,202,4399426.109999999,0.4936837445986354
14060,6140.42,203,4405566.529999999,0.49437279482091734
13418,6127.43,204,4411693.959999999,0.4950603873640197
17509,6115.14,205,4417809.099999999,0.49574660077878363
15939,6115.01,206,4423924.1099999985,0.49643279960553427
14735,6065.69,207,4429989.799999999,0.4971134639644533
12637,6021.9,208,4436011.699999999,0.49778921440718515
13097,6010.42,209,4442022.119999999,0.49846367661612323
13316,5977.7300000000005,210,4447999.85,0.49913447050078286
14101,5976.79,211,4453976.64,0.4998051589028844
15382,5955.71,212,4459932.35,0.5004734818025145
14505,5905.64,213,4465837.989999999,0.5011361860726974
14415,5900.28,214,4471738.27,0.5017982888678687
14944,5900.25,215,4477638.52,0.5024603882965754
13209,5891.61,216,4483530.13,0.5031215181834721
13534,5870.08,217,4489400.21,0.5037802320709281
13050,5836.86,218,4495237.07,0.5044352181598973
12720,5781.73,219,4501018.800000001,0.505084017809054
15218,5756.89,220,4506775.69,0.505730030025507
17686,5739.46,221,4512515.15,0.5063740863260171
13178,5725.47,222,4518240.62,0.5070165727318604
16553,5719.82,223,4523960.44,0.5076584251202007
13468,5704.97,224,4529665.41,0.5082986111085551
14110,5683.15,225,4535348.5600000005,0.5089363485549777
14049,5681.72,226,4541030.28,0.5095739255332533
17049,5659.9800000000005,227,4546690.260000001,0.510209062946836
17716,5655.99,228,4552346.250000001,0.5108437526206245
13004,5655.91,229,4558002.160000001,0.511478433317174
18118,5653.82,230,4563655.980000001,0.5121128794833553
14688,5630.87,231,4569286.8500000015,0.5127447503041037
17757,5605.29,232,4574892.1400000015,0.5133737506526881
12481,5596.32,233,4580488.460000002,0.5140017444283519
12839,5591.42,234,4586079.880000002,0.5146291883481279
16767,5580.6,235,4591660.480000001,0.5152554180963318
16161,5575.56,236,4597236.040000001,0.51588108227848
12539,5568.35,237,4602804.390000001,0.5165059373869649
15805,5528.4800000000005,238,4608332.870000001,0.5171263184639728
18225,5509.12,239,4613841.990000001,0.5177445270491475
16609,5493.46,240,4619335.450000001,0.5183609783397916
16985,5464.12,241,4624799.570000001,0.5189741372280394
16265,5447.0,242,4630246.570000001,0.5195853749871454
18198,5425.56,243,4635672.130000001,0.5201942068462045
12490,5417.93,244,4641090.0600000005,0.5208021825010959
17809,5411.91,245,4646501.970000001,0.5214094826187539
16701,5398.3,246,4651900.2700000005,0.5220152554836303
17719,5396.04,247,4657296.3100000005,0.5226207747415055
17850,5391.21,248,4662687.5200000005,0.5232257519985772
16303,5360.63,249,4668048.15,0.5238272977060485
13269,5346.2300000000005,250,4673394.380000001,0.5244272275105034
15150,5314.47,251,4678708.850000001,0.5250235933510827
17730,5298.4800000000005,252,4684007.330000001,0.5256181648660209
17061,5232.2300000000005,253,4689239.560000001,0.5262053021049281
18226,5228.05,254,4694467.610000001,0.5267919702830984
12362,5226.23,255,4699693.840000002,0.527378434229082
15046,5213.7699999999995,256,4704907.610000001,0.5279634999700943
16258,5203.51,257,4710111.120000001,0.5285474143802074
13756,5189.52,258,4715300.640000001,0.5291297588956535
16191,5180.52,259,4720481.16,0.5297110934717143
15727,5178.96,260,4725660.12,0.5302922529916151
17858,5155.66,261,4730815.78,0.5308707978906627
13599,5153.67,262,4735969.45,0.5314491194808907
15903,5126.76,263,4741096.21,0.5320244213523565
13941,5112.96,264,4746209.17,0.5325981746500981
17602,5102.97,265,4751312.14,0.533170806915122
16700,5076.55,266,4756388.6899999995,0.5337404744469724
14562,5074.77,267,4761463.459999999,0.5343099422352555
15301,5070.35,268,4766533.809999999,0.5348789140310849
13139,5064.94,269,4771598.749999999,0.5354472787411283
12432,5059.32,270,4776658.069999999,0.5360150128001333
15719,5045.61,271,4781703.68,0.536581208384808
17426,5037.26,272,4786740.9399999995,0.537146466970164
14329,5014.84,273,4791755.779999999,0.5377092096842956
14755,5010.28,274,4796766.06,0.5382714406958053
12444,5005.46,275,4801771.52,0.5388331308286666
15032,4959.1,276,4806730.619999999,0.5393896186515382
15547,4954.84,277,4811685.459999999,0.5399456284364342
12437,4951.41,278,4816636.869999999,0.540501253322209
12700,4939.99,279,4821576.859999999,0.5410555967071193
15786,4932.2,280,4826509.06,0.5416090659333838
14709,4921.04,281,4831430.1,0.5421612828348105
17133,4892.240000000001,282,4836322.34,0.5427102679302039
12664,4881.88,283,4841204.22,0.5432580904731495
12688,4873.8099999999995,284,4846078.029999999,0.5438050074371128
14292,4871.93,285,4850949.959999999,0.5443517134359601
17652,4867.72,286,4855817.679999999,0.544897947007606
15738,4812.42,287,4860630.099999999,0.5454379750628064
13013,4810.9400000000005,288,4865441.039999999,0.5459778370390858
15555,4805.17,289,4870246.209999999,0.5465170515320036
17365,4801.56,290,4875047.769999999,0.5470558609270123
15298,4799.9,291,4879847.669999999,0.5475944840443123
15187,4777.18,292,4884624.849999999,0.5481305576257417
17690,4757.95,293,4889382.799999999,0.5486644733033511
12955,4757.16,294,4894139.959999999,0.5491983003307256
14180,4748.52,295,4898888.479999999,0.54973115781629
15152,4745.69,296,4903634.169999999,0.5502636977320257
16722,4730.81,297,4908364.979999999,0.5507945678813108
12714,4708.86,298,4913073.839999999,0.5513229749006506
14159,4693.01,299,4917766.849999999,0.5518496033045173
14135,4690.31,300,4922457.159999998,0.5523759287265684
14191,4684.76,301,4927141.919999998,0.5529016313526651
15291,4668.3,302,4931810.219999998,0.5534254869118416
14189,4654.08,303,4936464.299999998,0.5539477467667893
14390,4652.82,304,4941117.119999998,0.554469865230223
14286,4628.75,305,4945745.869999998,0.5549892826668784
16931,4604.22,306,4950350.089999998,0.5555059474576313
13802,4599.42,307,4954949.509999998,0.5560220736140453
15093,4597.02,308,4959546.5299999975,0.5565379304532899
14004,4582.64,309,4964129.169999997,0.5570521736338276
17613,4559.150000000001,310,4968688.3199999975,0.5575637808725697
17068,4552.14,311,4973240.459999997,0.5580746014807461
12484,4541.72,312,4977782.179999997,0.5585842528035452
13267,4521.49,313,4982303.669999997,0.5590916340070371
15299,4507.01,314,4986810.679999997,0.5595973903302733
17975,4488.81,315,4991299.4899999965,0.5601011043316415
12524,4485.72,316,4995785.209999996,0.5606044715871541
14426,4481.67,317,5000266.879999996,0.5611073843699432
16984,4481.35,318,5004748.229999996,0.5616102612437764
17364,4481.18,319,5009229.4099999955,0.5621131190409767
12627,4478.53,320,5013707.939999996,0.562615679467136
14085,4448.54,321,5018156.479999996,0.5631148745508322
14534,4447.05,322,5022603.529999996,0.5636139024334523
13069,4436.12,323,5027039.649999996,0.5641117038007968
15955,4416.26,324,5031455.9099999955,0.5646072765685642
16626,4413.1,325,5035869.009999995,0.565102494735392
15874,4405.88,326,5040274.889999995,0.5655969027064016
12712,4396.13,327,5044671.019999995,0.5660902165764106
13505,4393.63,328,5049064.649999995,0.5665832499077014
12752,4366.78,329,5053431.429999995,0.5670732702531592
16945,4345.5,330,5057776.929999995,0.5675609026530481
14016,4341.21,331,5062118.139999995,0.5680480536484968
14800,4339.74,332,5066457.879999995,0.5685350396871791
14525,4332.2,333,5070790.079999995,0.5690211796210874
17567,4331.48,334,5075121.559999996,0.5695072387598451
18251,4314.72,335,5079436.279999996,0.5699914171670362
12347,4310.0,336,5083746.279999996,0.5704750659171274
15034,4308.61,337,5088054.889999996,0.5709585586876913
17937,4301.22,338,5092356.109999996,0.5714412221858043
14422,4263.64,339,5096619.749999995,0.5719196686259062
12500,4257.82,340,5100877.569999996,0.5723974619718721
17419,4226.57,341,5105104.139999996,0.5728717485838613
14277,4216.2,342,5109320.339999996,0.5733448715212475
15804,4206.39,343,5113526.729999996,0.5738168936247037
17920,4204.1,344,5117730.829999995,0.5742886587546939
15971,4199.85,345,5121930.679999995,0.5747599469688633
12747,4196.01,346,5126126.689999995,0.5752308042755618
14146,4191.0,347,5130317.689999995,0.575701099382669
18041,4183.39,348,5134501.0799999945,0.5761705405299182
12949,4167.22,349,5138668.299999994,0.5766381671527384
15570,4165.52,350,5142833.819999994,0.5771056030092302
16549,4154.64,351,5146988.459999993,0.5775718179612206
13384,4151.93,352,5151140.389999993,0.5780377288092405
13555,4149.28,353,5155289.669999993,0.5785033422862194
13988,4147.96,354,5159437.629999993,0.5789688076387549
15514,4139.46,355,5163577.089999993,0.5794333191596488
12569,4124.69,356,5167701.779999994,0.5798961732577959
16592,4113.68,357,5171815.459999993,0.5803577918634282
17940,4106.4400000000005,358,5175921.899999994,0.5808185980289328
17377,4100.92,359,5180022.819999994,0.5812787847649475
16401,4098.32,360,5184121.139999994,0.5817386797406956
16670,4095.9,361,5188217.039999994,0.5821983031549645
12749,4090.88,362,5192307.919999994,0.5826573632474872
14092,4076.91,363,5196384.8299999945,0.5831148556896529
12449,4067.29,364,5200452.1199999945,0.5835712686188312
18087,4055.7199999999993,365,5204507.839999994,0.5840263832148219
14401,4051.48,366,5208559.319999995,0.5844810220171467
12656,4051.17,367,5212610.489999995,0.5849356260326704
12867,4036.82,368,5216647.309999995,0.5853886197559518
13815,4027.36,369,5220674.669999995,0.5858405519207239
12841,4022.35,370,5224697.019999995,0.5862919218859046
12957,4017.54,371,5228714.559999995,0.5867427520945918
12378,4008.62,372,5232723.179999995,0.5871925813411325
14547,4007.54,373,5236730.719999995,0.587642289394947
16186,4006.94,374,5240737.6599999955,0.5880919301194693
17769,3997.98,375,5244735.639999996,0.5885405653932256
15529,3995.23,376,5248730.869999996,0.588988892074392
17001,3989.57,377,5252720.439999997,0.5894365836159005
15416,3984.32,378,5256704.759999997,0.5898836860261008
17611,3984.22,379,5260688.979999997,0.5903307772147524
12779,3981.36,380,5264670.339999997,0.5907775474671104
12727,3980.7,381,5268651.039999997,0.5912242436572469
14299,3965.62,382,5272616.659999997,0.5916692476378355
13523,3964.88,383,5276581.539999997,0.5921141685789635
13183,3957.78,384,5280539.3199999975,0.592558292790132
17651,3945.0,385,5284484.3199999975,0.5930009828873731
12473,3938.5499999999997,386,5288422.869999997,0.5934429491947216
17593,3927.34,387,5292350.209999997,0.5938836575664578
14739,3902.28,388,5296252.489999997,0.5943215538180834
13999,3901.81,389,5300154.299999997,0.5947593973284298
14291,3883.25,390,5304037.549999997,0.5951951581193328
18073,3877.5200000000004,391,5307915.069999997,0.5956302759154936
13124,3866.33,392,5311781.399999997,0.5960641380203521
15195,3861.0,393,5315642.399999997,0.5964974020166636
16717,3858.38,394,5319500.779999997,0.5969303720083983
12662,3849.78,395,5323350.559999997,0.5973623769469427
16327,3844.22,396,5327194.779999997,0.5977937579673778
13266,3834.2599999999998,397,5331029.039999996,0.5982240213215598
17091,3827.76,398,5334856.799999996,0.5986535552750747
15867,3812.64,399,5338669.439999996,0.5990813925304221
12755,3811.95,400,5342481.389999996,0.5995091523570835
12597,3811.22,401,5346292.609999996,0.5999368302664391
13435,3809.8900000000003,402,5350102.499999995,0.6003643589291966
12668,3807.15,403,5353909.649999996,0.600791580121519
16145,3799.4900000000002,404,5357709.139999996,0.6012179417432091
16655,3794.52,405,5361503.6599999955,0.6016437456539274
16168,3787.6,406,5365291.259999995,0.6020687730334738
16019,3786.2400000000002,407,5369077.499999995,0.6024936477999577
12562,3781.7400000000002,408,5372859.239999996,0.6029180175967489
17173,3766.6,409,5376625.839999995,0.6033406884510629
16904,3754.27,410,5380380.109999995,0.6037619756884189
12429,3750.4,411,5384130.509999995,0.6041828286518395
17238,3744.65,412,5387875.1599999955,0.6046030363762082
14145,3742.2,413,5391617.359999996,0.6050229691726331
13552,3740.07,414,5395357.429999996,0.6054426629500702
16570,3738.4,415,5399095.829999996,0.6058621693276436
15808,3734.9700000000003,416,5402830.799999996,0.6062812908060955
14282,3729.34,417,5406560.139999996,0.6066997805113542
12502,3723.87,418,5410284.009999996,0.6071176563978976
12647,3722.82,419,5414006.829999996,0.6075354144581795
13680,3722.42,420,5417729.249999996,0.6079531276322664
16240,3718.8,421,5421448.049999996,0.6083704345862894
14364,3717.35,422,5425165.399999996,0.6087875788278558
15845,3711.77,423,5428877.169999995,0.6092040969070033
15622,3709.56,424,5432586.729999995,0.6096203669899241
13148,3707.12,425,5436293.849999995,0.6100363632670558
17819,3704.87,426,5439998.719999995,0.6104521070593413
15379,3703.29,427,5443702.009999995,0.6108676735511569
12553,3692.28,428,5447394.289999995,0.6112820045504579
16253,3683.86,429,5451078.149999996,0.6116953906953561
15581,3679.9700000000003,430,5454758.119999995,0.6121083403220087
15296,3672.86,431,5458430.979999996,0.612520492096547
18079,3651.97,432,5462082.9499999955,0.6129302996895564
13137,3650.41,433,5465733.359999996,0.6133399322264057
12417,3649.1,434,5469382.459999995,0.6137494177609667
16712,3645.43,435,5473027.889999995,0.6141584914646894
13426,3641.32,436,5476669.209999995,0.6145671039627595
12619,3641.24,437,5480310.4499999955,0.6149757074835907
16440,3640.67,438,5483951.119999995,0.615384247041594
13381,3639.31,439,5487590.429999995,0.6157926339865346
17230,3638.41,440,5491228.839999995,0.6162009199375368
14543,3630.33,441,5494859.169999995,0.6166082991874019
17528,3628.5,442,5498487.669999995,0.6170154730829254
13327,3627.77,443,5502115.439999995,0.617422565061143
13520,3624.35,444,5505739.789999994,0.6178292732623942
17576,3622.68,445,5509362.469999994,0.6182357940637818
14040,3614.92,446,5512977.389999994,0.6186414440729883
13082,3613.63,447,5516591.019999994,0.6190469493242161
15505,3610.96,448,5520201.979999994,0.619452154960093
15113,3609.33,449,5523811.309999994,0.6198571776847256
16242,3603.21,450,5527414.519999994,0.6202615136505762
15484,3594.31,451,5531008.829999994,0.6206648508985901
14132,3586.0299999999997,452,5534594.859999994,0.6210672590023697
17203,3563.85,453,5538158.709999993,0.6214671781666417
17491,3558.87,454,5541717.579999994,0.6218665384977872
15544,3546.71,455,5545264.2899999935,0.6222645342886076
12370,3545.69,456,5548809.979999994,0.6226624156196311
14503,3543.26,457,5552353.239999994,0.6230600242670205
13448,3539.37,458,5555892.609999994,0.6234571963961644
13334,3536.82,459,5559429.429999994,0.6238540823758157
12454,3528.34,460,5562957.769999994,0.6242500167681352
17160,3518.03,461,5566475.799999994,0.624644794218781
13953,3515.68,462,5569991.479999994,0.6250393079630318
16360,3512.53,463,5573504.009999994,0.6254334682284977
14395,3507.71,464,5577011.719999994,0.6258270876153149
16131,3506.54,465,5580518.259999994,0.6262205757100121
14907,3501.1,466,5584019.359999994,0.6266134533524585
16458,3482.7400000000002,467,5587502.099999994,0.6270042707185589
13993,3466.36,468,5590968.459999994,0.627393249994978
13014,3466.2799999999997,469,5594434.739999995,0.6277822202941581
17758,3456.7000000000003,470,5597891.439999995,0.6281701155689703
15410,3450.84,471,5601342.279999995,0.628557353261027
13536,3448.29,472,5604790.569999995,0.6289443048035913
15129,3447.4,473,5608237.969999995,0.629331156474372
15974,3442.15,474,5611680.119999995,0.6297174190138445
17725,3439.08,475,5615119.1999999955,0.6301033370517711
15676,3435.76,476,5618554.959999995,0.63048888253428
14221,3432.8,477,5621987.759999995,0.6308740958589466
12406,3415.3,478,5625403.059999995,0.6312573454125862
15981,3408.48,479,5628811.539999995,0.6316398296566026
13437,3408.06,480,5632219.599999995,0.6320222667701143
17669,3406.7200000000003,481,5635626.319999995,0.6324045535148732
13198,3401.2400000000002,482,5639027.559999995,0.6327862253187619
15228,3386.71,483,5642414.269999995,0.6331662666316207
13842,3385.62,484,5645799.889999995,0.6335461856295984
15708,3364.2400000000002,485,5649164.129999995,0.6339237054604585
16011,3362.71,486,5652526.839999995,0.634301053601623
14227,3350.96,487,5655877.799999995,0.6346770832108123
16818,3349.57,488,5659227.369999995,0.6350529568404742
16607,3347.71,489,5662575.079999995,0.6354286217493299
17183,3347.31,490,5665922.389999995,0.6358042417719906
13015,3346.28,491,5669268.669999995,0.6361797462126995
12643,3344.64,492,5672613.309999995,0.6365550666200092
12613,3344.38,493,5675957.689999995,0.6369303578512923
12594,3338.2200000000003,494,5679295.909999995,0.6373049578351737
16556,3313.79,495,5682609.699999995,0.6376768163947015
13373,3312.25,496,5685921.949999995,0.638048502142379
14841,3295.76,497,5689217.709999994,0.6384183374566714
14702,3292.14,498,5692509.849999994,0.6387877665509
15632,3285.31,499,5695795.159999994,0.6391564292133505
12480,3281.63,500,5699076.7899999935,0.639524678922808
15764,3279.97,501,5702356.759999993,0.6398927423545566
17723,3276.4000000000005,502,5705633.159999994,0.6402604051770158
13952,3251.071,503,5708884.230999994,0.6406252256933982
13047,3237.54,504,5712121.770999994,0.6409885278220223
15443,3236.91,505,5715358.680999994,0.6413517592548896
17050,3228.84,506,5718587.520999994,0.6417140851087746
14175,3222.3,507,5721809.820999994,0.642075677073373
13880,3219.77,508,5725029.5909999935,0.6424369851327885
13268,3214.69,509,5728244.280999994,0.6427977231375288
14388,3212.84,510,5731457.120999994,0.6431582535436177
16107,3204.1600000000003,511,5734661.280999994,0.6435178099192771
17220,3198.25,512,5737859.530999994,0.6438767031014069
